species,avg,stdev,habitat,tipping_pt
buffle,0.10009091720486886,0.0018131326617631324,Water/wetland,NA
buggna,0.10003626617128054,5.080832601669641e-4,Habitat Generalist,NA
buhvir,0.10002228533866486,6.552978890021102e-4,Forest,NA
bulori,0.09995742233844905,6.398924615487851e-4,Forest,NA
burowl,0.10004674409677801,0.001158524904452956,Grasslands,NA
bushti,0.09996534565492983,0.001284115437928905,Forest,NA
buwtea,0.09998405927925627,0.0010402749327136358,Water/wetland,NA
buwwar,0.100010998731583,0.0011520842640714455,Forest,NA
cacgoo1,0.09997527666329686,0.002026103116526065,Water/wetland,NA
cacwre,0.0996917514960176,0.001763571916301272,Aridlands,NA
calgul,0.10014224925521867,0.03152168814272629,Water/wetland,NA
calhum,0.10004364456493722,0.0013509894236357566,Forest,NA
calqua,0.09987084491435697,0.0016213226619098138,Aridlands,NA
calthr,0.10022403395914126,0.003986385460282546,Aridlands,NA
caltow,0.09972537122119775,0.0031187923161590677,Aridlands,NA
camwar,0.1000943009082309,9.32973317762328e-4,Forest,NA
cangoo,0.09989621096491777,6.33419233722051e-4,Water/wetland,NA
cantow,0.099897987756693285,0.0018690777451540806,Aridlands,NA
canvas,0.10072283880297898,0.01342516101857553,Water/wetland,NA
canwar,0.09989778614213475,0.0010615351674282934,Forest,Tipping Point
canwre,0.10022377529498058,0.0017254498605817647,Aridlands,NA
carchi,0.10002651536290025,6.78445399847518e-4,Forest,NA
carwre,0.10007000353934083,6.138341569986673e-4,Forest,NA
casfin,0.1000480121950456,0.0010034716252818672,Forest,NA
caskin,0.10012449926725807,0.0010937705255672796,Forest,NA
casspa,0.10003591130273308,0.0011194779559807473,Grasslands,NA
caster1,0.09924911073748262,0.009198275189363036,Water/wetland,NA
casvir,0.10008197163694245,9.554512293495752e-4,Forest,NA
categr,0.10019142784234264,0.0030487607481853225,Water/wetland,NA
cavswa,0.09991458986543053,0.0013874023329949617,Aridlands,NA
cedwax,0.09999956984699195,3.5388653463843767e-4,Forest,NA
cerwar,0.09971127311970676,0.0023625964088140284,Forest,Tipping Point
chbchi,0.09994755198490378,0.0016755880395282153,Forest,NA
chclon,0.10010520279024662,0.0012241987708607946,Grasslands,Tipping Point
chirav,0.10043000205735503,0.0020538319670966626,Aridlands,NA
chispa,0.10003507325103088,2.748189336122554e-4,Forest,NA
chiswi,0.10015019200351445,0.0020673563175455673,Forest,Tipping Point
chswar,0.09996918961737457,7.852302764789602e-4,Forest,NA
chwwid,0.10013091172843351,0.0010468673179114742,Forest,NA
cintea,0.10014758992900998,0.001769160749723398,Water/wetland,NA
clagre,0.10081375244731679,0.010315392180662122,Water/wetland,Tipping Point
clanut,0.10009728277275719,0.0013216037056432983,Forest,NA
clcspa,0.09986922573456275,5.68768082974598e-4,Grasslands,NA
cliswa,0.10001804246684447,4.5929474083797984e-4,Habitat Generalist,NA
cogdov,0.09970625366573338,0.002388907245947041,Aridlands,NA
comgal1,0.10074074273005199,0.003526147590984812,Water/wetland,NA
comgol,0.10057396290559799,0.002977091937976364,Water/wetland,NA
comgra,0.10103387848263469,0.008854547194123742,Habitat Generalist,NA
comloo,0.09995729474203069,0.0027581782443383456,Water/wetland,NA
commer,0.10139810499981275,0.00517125206774595,Water/wetland,NA
comnig,0.099927263989769,4.331193423569869e-4,Habitat Generalist,NA
compoo,0.09998784395368036,8.048850977540566e-4,Aridlands,NA
comrav,0.10000650416026892,3.996971934410049e-4,Habitat Generalist,NA
comred,0.09996457877521461,6.705614826307241e-4,Water/wetland,NA
comter,0.09812193324542921,0.014667893637088557,Water/wetland,NA
comyel,0.09996153444115276,3.706217582442141e-4,Habitat Generalist,NA
conwar,0.10036162960463646,0.0030096624496785485,Forest,NA
coohaw,0.09995844804531749,2.832050431884184e-4,Forest,NA
corfly,0.1000435439097481,0.0014077522435678768,Forest,NA
coshum,0.0999433348437385,0.0020350158026221097,Aridlands,NA
coukin,0.09975854216054415,0.0038038971697958697,Aridlands,NA
cowscj1,0.09970784661991579,0.0024287136936326117,Forest,NA
crithr,0.10014062230043351,0.001709892344109046,Aridlands,NA
cubthr,0.09968691145474767,0.001668945062642439,Aridlands,NA
daejun,0.09997681168371467,2.466798119569384e-4,Forest,NA
dickci,0.09986976262504846,7.792827360235514e-4,Grasslands,NA
doccor,0.09937800038103355,0.004507388834523593,Water/wetland,NA
dowwoo,0.09998040289882358,4.422259865273486e-4,Forest,NA
dunlin,0.09998239117810885,0.0069304101659272655,Water/wetland,NA
dusfly,0.10006539276818556,7.719310118529244e-4,Forest,NA
dusgro,0.10026376241513361,0.001829992782833504,Forest,NA
eargre,0.09978343261277776,0.010797016466293184,Water/wetland,NA
easblu,0.10004167712734213,4.4561936503821316e-4,Forest,NA
easkin,0.09997237466745143,5.152932916776901e-4,Grasslands,NA
easmea,0.09992855003917946,6.703175770728636e-4,Grasslands,NA
easowl1,0.10003009128043179,6.487130464110687e-4,Forest,NA
easpho,0.10005716965049631,4.0914897577008216e-4,Forest,NA
eastow,0.1000237561687492,5.833086255236481e-4,Forest,NA
easwpw1,0.09979924679357761,0.0011861472624125678,Forest,Tipping Point
eawpew,0.09994571667157891,4.782059523465902e-4,Forest,NA
evegro,0.10011440242732869,9.315518279267092e-4,Forest,Tipping Point
ferhaw,0.1000236416000932,8.571334805541061e-4,Grasslands,NA
fiespa,0.09995793585478094,4.827028196297071e-4,Forest,NA
fiscro,0.10021155977011978,0.0017841272655726552,Habitat Generalist,NA
forter,0.10051412213444338,0.003453024229480994,Water/wetland,NA
foxspa,0.10003544152100137,6.342516705092817e-4,Forest,NA
fragul,0.1010799268215721,0.005404810431699716,Water/wetland,NA
fuwduc,0.10103798055742827,0.004954440615254961,Water/wetland,NA
gadwal,0.10005499159582694,0.0011340384350798176,Water/wetland,NA
gamqua,0.09988373902316311,0.002048450077886802,Aridlands,NA
gbbgul,0.10011747126603825,0.010749531768876134,Water/wetland,Tipping Point
gilfli,0.09990418949918421,0.0037889174816960886,Aridlands,NA
gilwoo,0.09966446384720257,0.0031213783657106932,Aridlands,NA
gloibi,0.10061030997807982,0.004454662193254482,Water/wetland,NA
gnttow,0.1000024326906698,6.616546208099381e-4,Aridlands,NA
gnwtea,0.10013351523314734,0.0017837738311839277,Water/wetland,NA
gockin,0.1000273435818901,5.081629851944942e-4,Forest,NA
gocspa,0.09975362238706591,0.0014992437656705182,Water/wetland,NA
gofwoo,0.09982894605884213,0.002459362888167049,Aridlands,NA
goleag,0.10004548315016337,6.969115072095169e-4,Habitat Generalist,NA
gowwar,0.10009794718612243,0.0013737324665240333,Forest,Tipping Point
graspa,0.09989395965581956,6.942020284208449e-4,Grasslands,NA
grawar,0.09992537584129388,0.00277606721160346,Forest,Tipping Point
grbani,0.09991091119355829,0.0060284659292869905,Habitat Generalist,NA
grbher3,0.09999796744196096,5.831761465638941e-4,Water/wetland,NA
grcfly,0.10003215076476778,5.118453781738938e-4,Forest,NA
greegr,0.10003440187567564,0.0015738338638428388,Water/wetland,NA
greroa,0.0998474706828361,0.0013623135496312344,Aridlands,NA
gresca,0.10046605628939677,0.005945408811282497,Water/wetland,NA
greyel,0.09998633102031368,0.0012086340749926483,Water/wetland,NA
grhowl,0.09990893126886573,3.995477029702599e-4,Habitat Generalist,NA
grnher,0.10006216570155231,6.158997910034927e-4,Water/wetland,NA
grnjay,0.09966476566443702,0.003984881052295865,Aridlands,NA
grpchi,0.0997907257839131,0.0021039786394178766,Grasslands,NA
grtgra,0.09987287571008731,0.0024320363980055684,Habitat Generalist,NA
grycat,0.09999436634052825,4.813090524515426e-4,Forest,NA
gryfly,0.09996591739857093,8.509626741800032e-4,Forest,NA
gryjay,0.10004995988873706,9.357029610787252e-4,Forest,NA
grykin,0.10011558505408175,0.016179196970964198,Forest,NA
gryvir,0.0999775858283538,0.002033488719974583,Forest,NA
gwfgoo,0.09978992599010375,0.001363133619113764,Water/wetland,NA
gycthr,0.09990562099957974,7.705445633780405e-4,Forest,NA
haiwoo,0.10000505028908697,5.140559686506522e-4,Forest,NA
hamfly,0.10013300714809757,0.0011305385023135026,Forest,NA
harduc,0.09973846299928227,0.005900481084422593,Water/wetland,NA
harspa,0.09999826064747393,9.628844493975727e-4,Water/wetland,Tipping Point
henspa,0.09997262382083773,0.0018551152590881577,Grasslands,Tipping Point
heptan,0.10003545757763092,0.0027816751343509843,Forest,NA
hergul,0.099016605508085,0.005951417450709613,Water/wetland,NA
herthr,0.10005134447974907,4.4503298939815985e-4,Forest,NA
herwar,0.10012161172954093,0.0019872340556179235,Forest,NA
hoared,0.10002123800524053,0.003088666221284702,Water/wetland,NA
hoomer,0.099852337886466,0.001691498109896725,Water/wetland,NA
hooori,0.09976438666931883,0.00191954061031372,Aridlands,NA
hoowar,0.10009871869191103,0.0010458231777649286,Forest,NA
horgre,0.09950736202082253,0.0030465458204199914,Water/wetland,NA
horlar,0.10010489632159149,8.372356183646123e-4,Grasslands,NA
houfin,0.10000307290881048,9.149440590796695e-4,Habitat Generalist,NA
houwre,0.09999464579508566,3.0436189686878134e-4,Forest,NA
hrshaw,0.09980109474150695,0.004024680028489582,Aridlands,NA
hudgod,0.09994256736671553,0.002093134844504607,Water/wetland,Tipping Point
hutvir,0.10000599163588234,0.0020385601856282133,Forest,NA
incdov,0.09975940912151388,0.00965607673303256,Aridlands,NA
indbun,0.09996351359650281,5.225943210564692e-4,Forest,NA
juntit1,0.10017325223508408,0.0018355996672444414,Forest,NA
kenwar,0.09993370989030481,0.0011073493018774216,Forest,NA
killde,0.0999249068325071,6.590553285938426e-4,Habitat Generalist,NA
kineid,0.10007183361153238,0.04248344889179187,Water/wetland,Tipping Point
kinrai4,0.10048936586919067,0.00373843727189447,Water/wetland,Tipping Point
labwoo,0.09992002763331775,0.0011764161374825343,Aridlands,NA
laplon,0.10008515206046954,0.0017303269701197286,Water/wetland,NA
larbun,0.10018941400859227,0.0010411917006475642,Grasslands,NA
larspa,0.09999045245802138,5.766775272101962e-4,Grasslands,NA
lawgol,0.10028331333017362,0.0021625798354041534,Aridlands,NA
lazbun,0.10003172178534143,6.422764081838329e-4,Forest,NA
leabit,0.10030805387732068,0.0027213040985484844,Water/wetland,NA
leafly,0.09989781826093781,5.440434749215857e-4,Forest,NA
leasan,0.09990705323014512,0.0017874231058235461,Water/wetland,NA
lecspa,0.0998157104357436,0.0011951833446388455,Grasslands,Tipping Point
lecthr,0.09994396518305848,0.004354294421424609,Aridlands,Tipping Point
lesgol,0.09998805631670564,8.986439465845429e-4,Forest,NA
lesnig,0.09981907342443357,0.001688610797572728,Aridlands,NA
lessca,0.10010880218793235,0.0035153755170633516,Water/wetland,NA
lesyel,0.09993366406208015,0.0017286003587318477,Water/wetland,Tipping Point
lewwoo,0.09977886164929382,0.001904087915092343,Forest,NA
libher,0.10022662940708427,0.0015883068970823156,Water/wetland,NA
limpki,0.10080966665760278,0.007802495607058939,Water/wetland,NA
linspa,0.09995049554277632,3.358251348526098e-4,Forest,NA
lobcur,0.0998697190967652,0.0029173602582084094,Grasslands,NA
lobdow,0.10024848316890962,0.002937039639042652,Water/wetland,Tipping Point
lobthr,0.09961919049676908,0.003675347936441234,Aridlands,NA
loeowl,0.10000348436131479,0.0011858541046452975,Forest,NA
logshr,0.09997705317168175,6.80383848712475e-4,Grasslands,NA
lotduc,0.09823338244630239,0.013235657247090136,Water/wetland,NA
louwat,0.09992813501847564,9.028829737608653e-4,Forest,NA
lucwar,0.0997336281972712,0.0019535426924559194,Aridlands,NA
macwar,0.10008818874652416,6.616836199142677e-4,Forest,NA
magwar,0.09993928372490364,5.524580982695473e-4,Forest,NA
mallar3,0.10008229311715648,0.0021203794081298614,Water/wetland,NA
margod,0.10042397755532144,0.011537200589960992,Water/wetland,NA
marwre,0.0999742447945003,7.976203587240233e-4,Water/wetland,NA
mcclon,0.10039727481519968,0.002052012125241972,Grasslands,Tipping Point
merlin,0.09996258392631079,4.897256255334888e-4,Habitat Generalist,NA
mewgul,0.09570746986195446,0.08946887287097287,Water/wetland,NA
mexjay4,0.10038553284772035,0.006838213827385959,Forest,NA
miskit,0.09990360057766029,9.403444968238349e-4,Forest,NA
motduc,0.09990061461794117,0.004895746971568393,Water/wetland,Tipping Point
moublu,0.1000368227021512,6.876193191509072e-4,Forest,NA
mouchi,0.09998836827262292,0.0011394042622733715,Forest,NA
moudov,0.09998278041408223,3.6380110057585463e-4,Habitat Generalist,NA
mouplo,0.09981980105457623,0.006678592540484842,Grasslands,Tipping Point
mouqua,0.09998669825052425,0.0025770515206138805,Forest,NA
mouwar,0.10008697452597914,0.0012735831168759495,Forest,Tipping Point
naswar,0.10001841925758588,5.192672610641724e-4,Forest,NA
nopowl,0.10002984628052389,0.001426638812792204,Forest,NA
norbob,0.10000671422949323,7.615495366500621e-4,Forest,NA
norcar,0.1000287621061051,4.3567404290193075e-4,Forest,NA
norfli,0.09998647386167418,1.8911813557825205e-4,Forest,NA
norgos,0.09992255244384222,6.784409705926289e-4,Forest,NA
norhar2,0.09995974404199796,4.999742111671622e-4,Habitat Generalist,NA
normoc,0.10001416045699821,4.918867100110101e-4,Habitat Generalist,NA
norpar,0.1000378907752186,7.253449000704714e-4,Forest,NA
norpin,0.09984672041786552,0.001507387779572947,Water/wetland,NA
norsho,0.10014289599257563,0.0027797600222020003,Water/wetland,NA
norshr4,0.09994420941583965,5.161197803350492e-4,Water/wetland,NA
norwat,0.10001744107975827,5.784839997382562e-4,Forest,NA
nrwswa,0.10002996303741941,8.200571190701753e-4,Habitat Generalist,NA
nstspa,0.0997853285993629,0.0014731353386360487,Water/wetland,NA
nswowl,0.10013535049145503,9.203101873233934e-4,Forest,NA
nutwoo,0.09948936390799645,0.0029530754720337106,Forest,NA
oaktit,0.09955763872889747,0.003420089017302253,Forest,NA
olispa,0.09960047414950964,0.0037560777618395277,Aridlands,NA
olsfly,0.1000118298383223,4.8343550793496324e-4,Forest,Tipping Point
orcori,0.09997057643303875,4.7083787949220963e-4,Forest,NA
orcwar,0.09996503035235077,3.6889484113386637e-4,Forest,NA
osprey,0.10032399909800041,0.0014489950847483496,Water/wetland,NA
ovenbi1,0.10002268081031764,7.928282970745172e-4,Forest,NA
pacwre1,0.09992483329211574,0.0016767154083178826,Forest,NA
pagplo,0.09929408896523113,0.02518484372741132,Water/wetland,NA
paibun,0.09997881387498408,0.0010335059561973926,Forest,NA
palwar,0.1000483677161739,8.433618599661519e-4,Forest,NA
pasfly,0.09980211756005836,0.0016564142076141285,Forest,NA
pecsan,0.09976280405034298,0.0020315366239462445,Water/wetland,Tipping Point
perfal,0.10011874248381822,9.880194555474543e-4,Habitat Generalist,NA
phaino,0.10003247481240503,0.001982194323994565,Aridlands,NA
phivir,0.09988723483450875,5.575460072410652e-4,Forest,NA
pibgre,0.10004597469457654,8.883093057864405e-4,Water/wetland,NA
pilwoo,0.10005570163712565,5.780057710181045e-4,Forest,NA
pingro,0.09999704252019388,8.961978879918667e-4,Forest,NA
pinjay,0.09994834332099224,0.001707686773168324,Forest,Tipping Point
pinsis,0.10002390040931133,5.671135783573847e-4,Forest,NA
pinwar,0.10008628496286928,7.856553895380354e-4,Forest,NA
plsvir,0.10001294743774379,0.0013159674637866054,Forest,NA
prafal,0.10001417072082444,5.600072505238428e-4,Aridlands,NA
prawar,0.09996049145364959,9.810136167114987e-4,Forest,Tipping Point
prowar,0.1002300246320782,0.0017329506368238907,Forest,NA
purfin,0.09998732793471068,6.086625450122168e-4,Forest,NA
purgal2,0.10088540947516775,0.004389098910363089,Water/wetland,NA
purmar,0.10138518939115326,0.020572925523262967,Habitat Generalist,NA
pursan,0.10002760176220989,0.02647957404329905,Water/wetland,NA
pygnut,0.0999588321433426,0.002410155994400536,Forest,NA
pyrrhu,0.09963039742977373,0.002404505375008552,Aridlands,NA
rebmer,0.1008914510898712,0.012210494341236706,Water/wetland,NA
rebnut,0.10002777976196918,5.919413696518247e-4,Forest,NA
rebsap,0.09972296249399108,0.0018943780011890917,Forest,NA
rebwoo,0.10004367083076124,5.313221156211988e-4,Forest,NA
recwoo,0.09980352158996866,0.006568786187986974,Forest,NA
redcro,0.10001724124951429,8.482247632834594e-4,Forest,NA
redhea,0.10021514634090357,0.005587716496935683,Water/wetland,NA
redkno,0.1047309274048034,0.038648117820370635,Water/wetland,Tipping Point
reevir1,0.10001242422208147,5.04980728611455e-4,Forest,NA
refwar,0.1006236904944766,0.005865235738735819,Forest,NA
rehwoo,0.09996710217338975,5.344662363138655e-4,Forest,Tipping Point
rengre,0.09950263067373086,0.0033780678042585706,Water/wetland,NA
renpha,0.10102567419487328,0.011971762017520659,Water/wetland,NA
rensap,0.10006936259416839,8.017453100644621e-4,Forest,NA
reshaw,0.10004474325154636,6.901299420668978e-4,Forest,NA
rethaw,0.09995810798447359,3.0062363521208836e-4,Habitat Generalist,NA
retloo,0.10047182439353068,0.009436157568743397,Water/wetland,NA
rewbla,0.10057958058341851,0.004413088112045992,Habitat Generalist,NA
ribgul,0.10017579290666327,0.0025007232012609435,Water/wetland,NA
rinduc,0.10007417768441226,0.001444857771459938,Water/wetland,NA
robgro,0.09994421585807362,5.269229466001956e-4,Forest,NA
rocsan,0.09602773401222328,0.022653129525783376,Water/wetland,Tipping Point
rocwre,0.09996416355278895,6.130076069243828e-4,Aridlands,NA
rolhaw,0.0999686170378794,6.14564763299431e-4,Water/wetland,NA
rosgoo,0.09982021704399419,0.0027742442904339893,Water/wetland,NA
rosspo1,0.1003972257717206,0.002926710048372329,Water/wetland,NA
rthhum,0.10001359795114795,5.020925418136257e-4,Forest,NA
ruckin,0.10004181869641142,2.5083183171077965e-4,Forest,NA
rucspa,0.10003889307928088,0.0018251128433709595,Aridlands,NA
rudduc,0.09993448289377628,0.003112063839085607,Water/wetland,NA
rudtur,0.10101823207390771,0.012642431896513324,Water/wetland,Tipping Point
rufgro,0.10017228277806928,0.0011171139194786634,Forest,NA
rufhum,0.09998311673328603,8.3928711590132e-4,Forest,Tipping Point
rusbla,0.09998747681567031,9.052474514000326e-4,Forest,NA
saggro,0.09983307884903846,0.001781896562588899,Aridlands,Tipping Point
sagspa1,0.10002015355026898,0.0013503335824538497,Aridlands,NA
sagthr,0.10009629654153375,8.845844161543347e-4,Aridlands,NA
sancra,0.09982876548953686,0.0024227050758038257,Water/wetland,NA
sander,0.10113214448592328,0.007099661816027608,Water/wetland,NA
savspa,0.09997155406967226,5.874172089253109e-4,Grasslands,NA
saypho,0.09992685226684685,6.339145710156243e-4,Habitat Generalist,NA
scaqua,0.09990982197992139,0.0017218580789146898,Aridlands,NA
scatan,0.0999873453129378,7.526791104222275e-4,Forest,NA
scoori,0.0999844387882343,0.0015988806728981675,Forest,NA
sctfly,0.0999273788292965,0.0011003200458377712,Grasslands,NA
sedwre1,0.09987219069709195,8.204035733671113e-4,Grasslands,NA
semplo,0.10034284989434261,0.005781824735973975,Water/wetland,NA
semsan,0.1003008921959269,0.004463718000557512,Water/wetland,Tipping Point
shbdow,0.10075716145598829,0.010992774412856444,Water/wetland,Tipping Point
sheowl,0.09988931220917598,7.952871705487814e-4,Habitat Generalist,NA
shshaw,0.09998823545202981,3.717181496118019e-4,Forest,NA
shtgro,0.09966619329194344,0.0011971405265872924,Grasslands,NA
smilon,0.0998283563596966,0.0027123695104317833,Water/wetland,NA
snobun,0.09982006797299356,0.0011016278167766402,Water/wetland,NA
snoegr,0.10040040117889787,0.0023429761741624545,Water/wetland,NA
snogoo,0.09998045642127529,0.001708108197762628,Water/wetland,NA
snoowl1,0.09984158677561442,0.0016515386221717908,Water/wetland,Tipping Point
solsan,0.10002569085405415,5.945347490248338e-4,Water/wetland,NA
sonspa,0.09996715790719016,2.9499559895433555e-4,Habitat Generalist,NA
soogro1,0.10009330692090998,0.0026602402095694732,Forest,NA
sora,0.09994105078226315,8.293499888558982e-4,Water/wetland,NA
sposan,0.10006303998454381,5.586076039937706e-4,Water/wetland,NA
spotow,0.09998889367922979,5.33483182785772e-4,Forest,NA
sprgro,0.09996618853270886,0.0010937503186171013,Forest,NA
sprpip,0.0997422147277195,0.0012198191070619628,Grasslands,Tipping Point
steeid,0.08999999865889549,0.25041928818417264,Water/wetland,NA
stejay,0.0999829505919201,0.0011019895635654105,Forest,NA
stisan,0.10004299095240356,0.0017291905418805834,Water/wetland,Tipping Point
sumtan,0.10002673603884749,7.098918618786924e-4,Forest,NA
surfbi,0.09893527363002477,0.012285000863620218,Water/wetland,Tipping Point
sursco,0.09916299517986837,0.007378314251566041,Water/wetland,NA
swahaw,0.09997970418437847,0.0012965113521675124,Grasslands,NA
swaspa,0.09996603380824452,5.373712616385536e-4,Water/wetland,NA
swathr,0.09997385633134687,6.198703514507369e-4,Forest,NA
swawar,0.10011921553095786,0.0013544007423728693,Forest,NA
swtkit,0.10083129831601426,0.004635103626071882,Forest,NA
tenwar,0.09993891849179605,5.317145485978212e-4,Forest,NA
towsol,0.10001229912378605,6.68404786402685e-4,Forest,NA
towwar,0.10009886966102255,0.001036454971509223,Forest,NA
treswa,0.0984156041478575,0.01559565530851525,Habitat Generalist,NA
tribla,0.09915143440885966,0.010600679949311288,Water/wetland,Tipping Point
triher,0.10016328541350154,0.00778225635122205,Water/wetland,NA
truswa,0.10004683586733304,0.0018162565188477406,Water/wetland,NA
tuftit,0.10000730150086223,6.052576559263403e-4,Forest,NA
tunswa,0.09999637257963576,0.0030175687463559453,Water/wetland,NA
turvul,0.09999587150904395,4.0727631086579907e-4,Habitat Generalist,NA
uplsan,0.09990694915378541,8.271080080525645e-4,Grasslands,NA
varbun,0.09942606629335131,0.003990520126945662,Aridlands,NA
varthr,0.10001078855754135,0.0013734704227476946,Forest,NA
vauswi,0.09976164675977316,0.004462684990118703,Forest,NA
veery,0.1000308571491775,8.979794139237837e-4,Forest,NA
verdin,0.09980552897639619,0.00183224450492295,Aridlands,NA
verfly,0.09978143510804792,0.0016720945378128386,Aridlands,NA
vesspa,0.09997540689465555,5.268952697155007e-4,Grasslands,NA
